Unnamed: 0,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
5202,3100 Oakland Ave,Fast Food Restaurant,Indiana,US,40.601765,-79.190508,McDonald's,15701,PA,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJa9jItXEN9sSJ4QKKOJ8dVtSd21O5rexAA3YzSEOJcXOYBOKqkZ5aO453CPUS4dxve2WyV7oQn3DMth5XIxQxV5CVwGkDor2LdzrnSivHjDkm87u8Qfo4qOusqHQdbsuRHzj5rP9oX-te2I6FuokGfLdqYSZGcjoFD6iU9wqWcrjZWEYA5CC84v3-kT9BD7Bw_tfqdWxl240d6Waq34p1K4rYHRMvH3UCqpPxCb9Jzahqghg-FsE9w-eKuPqAE8pRdzFdoh3kodKtjscU4pw-pqsnc_qp7KHLHREeIvw_M2Ut8cuspPsCdqIPpkaxTvJcT65mnj7h5E44lSUoamkUSzw_oEZv7qa5&placement=listing_profile&cs_user=unknown&cs_session=ddea882d7091090d7826184221b12b8cb44d61be,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
5203,2711 Macdade Blvd,Fast Food Restaurant,Holmes,US,39.899882,-75.304253,McDonald's,19043,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
5204,850 Eisenhower Blvd,Fast Food,Harrisburg,US,40.240442,-76.805052,McDonald's,17111,PA,http://mcdonalds.com
5205,1511 Bethlehem Pike,Fast Food Restaurant,Hatfield,US,40.286563,-75.263797,McDonald's,19440,PA,http://mcdonalds.com
5420,2060 Springwood Rd,Fast Food Restaurant,York,US,39.938357,-76.690953,Wendy's,17403,PA,http://www.wendys.com
5421,10 S West End Blvd,Fast Food Restaurant and Burger Joint,Quakertown,US,40.443337,-75.358228,Wendy's,18951,PA,"http://wendys.com,http://www.wendys.com"
5422,234 Shoemaker Rd,Fast Food Restaurants,Pottstown,US,40.255432,-75.665849,Wendy's,19464,PA,http://www.wendys.com
5423,5076 William Penn Hwy,Fast Food Restaurant,Monroeville,US,40.427834,-79.705525,Wendy's,15146,PA,http://www.wendys.com
5424,120 N Hermitage Rd,Fast Food Restaurants,Hermitage,US,41.233765,-80.449572,Wendy's,16148,PA,http://www.wendys.com
5425,6167 York Rd,Fast Food Restaurant,New Oxford,US,39.870819,-77.027981,Wendy's,17350,PA,http://www.wendys.com
5426,6167 York Rd,Fast Food Restaurant and Burger Joint,New Oxford,US,39.870819,-77.027981,Wendy's,17350,PA,http://www.wendys.com
5427,1231 S Main St,Fast Food Restaurant,Greensburg,US,40.282999,-79.549585,Wendy's,15601,PA,"http://www.wendys.com,http://wendys.com"
5428,10490 Perry Hwy,Fast Food Restaurant,Wexford,US,40.608835,-80.052783,Wendy's,15090,PA,http://wendys.com
5429,4679 William Flynn Hwy,Fast Food Restaurant,Allison Park,US,40.592463,-79.948135,Wendy's,15101,PA,http://www.wendys.com
5430,7317 Mcknight Rd,Fast Food Restaurant,Pittsburgh,US,40.537919,-80.011701,Wendy's,15237,PA,http://www.wendys.com
5431,2691 Freeport Rd,Fast Food Restaurant,Pittsburgh,US,40.536593,-79.840641,Wendy's,15238,PA,http://www.wendys.com
5432,20111 Route 19,Fast Food Restaurant,Cranberry Township,US,40.682315,-80.101261,Wendy's,16066,PA,http://www.wendys.com
5433,6 Old Mill Rd,Fast Food Restaurants,Dillsburg,US,40.116715,-77.039265,Wendy's,17019,PA,http://www.wendys.com
5524,141 S State Rd,Fast Food Restaurants,Springfield,US,39.937805,-75.349288,Capriotti's Sandwich Shop,19064,PA,http://capriottis.com
5664,60 Noble Blvd,Fast Food Restaurant,Carlisle,US,40.249173,-77.236544,McDonald's,17013,PA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
5757,5253 Frankford Ave,Fast Food Restaurants,Philadelphia,US,40.022965,-75.07733,Dairy Queen,19124,PA,"http://www.dairyqueen.com,http://www.dairyqueen.com/,http://dairyqueen.com"
5793,200 W Lehigh Ave,Fast Food,Philadelphia,US,39.99105,-75.135332,McDonald's,19133,PA,"http://mcdonalds.com/,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
5812,248 N Route 100,Fast Food Restaurants,Breinigsville,US,40.576463,-75.622234,Taco Bell,18031,PA,"https://locations.tacobell.com/pa/breinigsville/248-route-100.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=024422andutm_content=website,http://www.tacobell.com"
5923,2100 Washington Pike,Fast food restaurants,Carnegie,US,40.38628,-80.093105,McDonald's,15106,PA,http://mcdonalds.com
5924,2100 Washington Pike,Fast Food Restaurant,Carnegie,US,40.38628,-80.093105,McDonald's,15106,PA,http://mcdonalds.com
5947,1316 N Main Ave,Fast Food Restaurants,Scranton,US,41.430495,-75.664696,Domino's Pizza,18508,PA,"http://www.dominos.com,https://www.dominos.com/en/?redirect=homepage,https://www.dominos.com/en/?redirect=homepage&utm_source=yext&utm_medium=loclist&utm_campaign=localmaps"
5951,5800 Perkiomen Ave,Fast Food Restaurant,Reading,US,40.29623,-75.840569,KFC/Taco Bell,19606,PA,http://www.kfc.com
5984,2656 W 12th St,Fast Food Restaurants,Erie,US,42.10202,-80.140725,KFC,16505,PA,"http://kfc.com,http://www.kfc.com"
6007,700 E Hunting Park Ave,Fast Food Restaurant,Philadelphia,US,40.011584,-75.112833,Wendy's,19124,PA,"http://wendys.com,http://www.wendys.com"
6032,3800 Walnut St,Fast Food Restaurant,McKeesport,US,40.32597,-79.839491,Subway,15132,PA,"http://www.subway.com,http://subway.com"
6123,1774 Lyter Dr,Fast Food Restaurants,Johnstown,US,40.320779,-78.956385,Dairy Queen,15905,PA,http://www.dairyqueen.com
6136,6172 Paradise Valley Rd,Fast Food Restaurant,Cresco,US,41.127132,-75.307086,Kasa's Pizza,18326,PA,"http://www.kasaspizza.com/,http://www.kasaspizza.com"
6160,1830 Broadview Blvd,Fast Food Restaurant,Natrona Heights,US,40.624191,-79.723264,Wendy's,15065,PA,http://www.wendys.com
6163,1185 Easton Rd,Fast Food Restaurants,Abington,US,40.124566,-75.132496,Riviera D'Italia,19001,PA,http://www.rivieraditaliaroslyn.com
6166,1109 S Broad St,Fast Food,Philadelphia,US,39.937467,-75.166834,Papa John's Pizza,19147,PA,"https://www.papajohns.com,http://www.papajohns.com"
6193,368 Greenwood Rd,Fast Food Restaurants,Altoona,US,40.53127,-78.36897,Steele Pier Hotdogs,16602,PA,http://www.steelepierhotdogs.com
6194,1 Rutherford Rd,Fast Food Restaurant,Harrisburg,US,40.292938,-76.807358,Wendy's Valenti Management,17109,PA,http://wendys.valentirestaurants.com
6253,400 S Hermitage Rd,Fast Food Restaurants,Hermitage,US,41.227112,-80.451215,Pizza Hut,16148,PA,"http://www.pizzahut.com,http://pizzahut.com"
6254,112 Perry Hwy,Fast Food Restaurants,Harmony,US,40.804456,-80.136288,Pizza Hut,16037,PA,http://www.pizzahut.com
6255,481 Lincoln Ave,Fast Food Restaurants,Pittsburgh,US,40.460967,-79.91008,Pizza Hut,15202,PA,http://www.pizzahut.com
6364,1597 Washington Pike,Fast Food Restaurants,Bridgeville,US,40.354254,-80.114949,Moe's Southwest Grill,15017,PA,"http://www.moes.com/find-a-moes/pennsylvania/bridgeville/938/,http://moes.com,http://www.moes.com"
6576,5256 State Route 30,Fast Food Restaurants,Greensburg,US,40.302975,-79.507789,Charley's Grilled Subs,15601,PA,http://www.charleyssteakery.com
6652,502 Pottstown Ave,Fast Food,Pennsburg,US,40.393075,-75.502293,McDonald's,18073,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
6653,502 Pottstown Ave,Fast Food Restaurant,Pennsburg,US,40.393075,-75.502293,McDonald's,18073,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
6654,503 Constitution Ave,Fast Food,Perkasie,US,40.364075,-75.298555,McDonald's,18944,PA,http://mcdonalds.com
6655,635 S Trooper Rd,Fast Food,Norristown,US,40.128214,-75.40414,McDonald's,19403,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
6656,6040 York Rd,Fast Food Restaurants,New Oxford,US,39.869575,-77.03161,McDonald's,17350,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJfft8sKC41k3YIdKKART2Q5ZqpsPUGqYv0uQwGAgzoxg5EHWEybB4RMr7VSaMlkWQleu9ZLfY1Mfz7LbBXGM7X-qmnupXpHkAQo_qAM61KfafsW0r89rNUoY3Q7YYHS2_rM4zSwedsZjnVFtVzF86YPQn1knYtWJPVBoQau-k5RQkt0Dak23DbVok9w34ChfyN4IS_yFKw-Lr1sEaIhEDQI1t3P86CdErAcJRZ150JND6jNnGFWjKMqdMSTzYcQNwCVZvXbAjDXQNmzAlMj61wDql_FOCKaQguuCy3-rNrMsx6anLB2EsKdFc7YW0WoX0IP0ygA2qiWRHYyDXF-eqWiEVdTMcrv4l&placement=listing_profile&cs_user=unknown&cs_session=512a65f74c7315986106f6be1f48c3e94b7d2025"
6657,828 W Main St,Fast Food Restaurant,New Holland,US,40.092579,-76.116848,McDonald's,17557,PA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
